ticker;year_report;quarter_report;period_date;pe;pb;ps;price_to_cash_flow;ev_to_ebitda;roe;roa;gross_margin;pre_tax_margin;after_tax_margin;debt_to_equity;financial_leverage;current_ratio;quick_ratio;cash_ratio;asset_turnover;market_cap;shares;net_interest_margin;cir;car;casa_ratio;npl;ldr;loans_growth;deposit_growth
A32;2024;4;;6.7533981719;1.1990841712;0.3647583185;4.1675049593;4.6604822315;0.1772204419;0.0784320184;0.0994945838;0.0628118454;0.0540110785;1.2425332981;1.2425332981;1.3530463528;0.8067823841;0.3773580846;1.4521468672;265200000000.0;6800000.0;0.0;0.0;;;0.0;0.0;0.0;0.0
A32;2025;4;;4.4244110032;0.9753350362;0.2893773095;-4.0393462308;3.64637076;0.2251526455;0.1030807167;0.1034446392;0.0786711609;0.065404708;1.128366262;1.128366262;1.4322579575;0.8784825728;0.1145141553;1.5760442933;225080000000.0;6800000.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAA;2024;1;;12.5080225089;0.8445224647;0.3864648513;2.0394431797;8.2075127527;0.0670065392;0.0321136943;0.0999027891;0.0390209388;0.0325424092;0.9273408861;0.9273408861;1.613742725;1.4365999249;0.5914037315;1.039366994;4625521401600.0;382274496.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAA;2024;2;;7.78709072;0.6470358017;0.3017291453;1.4604076709;6.5020387863;0.0839567952;0.0393562604;0.1102880105;0.0485161831;0.0399280516;0.9908038709;0.9908038709;1.7053161764;1.4584152668;0.6064708163;1.0157148388;3608671242240.0;382274496.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAA;2024;3;;8.1470436056;0.6224852259;0.2706504383;2.0234377439;8.9733006564;0.0719877681;0.0318345851;0.1156739776;0.0365853399;0.0299621667;1.144684687;1.144684687;1.6818209209;1.4065087445;0.4703422067;0.9582757532;3146119102080.0;382274496.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAA;2024;4;;7.166729488;0.4952393294;0.2066553842;2.7546966349;6.7310940005;0.0690355966;0.0290774244;0.1161069266;0.03251123;0.0250176868;1.2077631111;1.2077631111;1.5550447851;1.2437528283;0.5854719138;1.0083939285;2641516767360.0;382274496.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAA;2025;1;;10.3541842842;0.5363871712;0.2113371778;4.0512740497;5.509969242;0.0522854527;0.0217831852;0.1181727186;0.0231173417;0.0169216349;1.0182521315;1.0182521315;1.5682383023;1.2975281549;0.6889566757;1.067238221;2889995189760.0;382274496.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAA;2025;2;;11.1522554546;0.5988744688;0.2382921196;4.5035356163;5.2976137303;0.0522924548;0.0215009343;0.1220843979;0.0265022503;0.0207877614;1.0804341818;1.0804341818;1.4270822498;1.1176476907;0.5348560349;1.0325442935;3146004412700.0;393742730.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAA;2025;3;;8.3962423688;0.593398595;0.2582884052;2.9225089298;4.3364854214;0.0694045972;0.0294449712;0.1303941148;0.0431384117;0.0343805227;1.0342265424;1.0342265424;1.4070693895;1.1636284582;0.5597928203;0.9833036659;3197190967600.0;393742730.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAA;2025;4;;7.3731334391;0.5126610163;0.2613170879;2.8119548874;4.2351383661;0.069043546;0.0279756272;0.1391510932;0.050075816;0.0395148758;1.1205981631;1.1205981631;1.3820509558;1.0943937187;0.4932489661;0.8048176824;2803448237600.0;393742730.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAH;2024;3;;34.584152278;0.3432772277;0.4971261981;3.4258972159;7.9128703873;0.0099808736;0.0087261845;0.0572904086;0.0212546815;0.014374393;0.1985794297;0.1985794297;2.0339552044;1.7563223705;0.0411796454;0.6070645545;408759300000.0;117900000.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAH;2024;4;;37.9723877401;0.3807695467;0.3869575652;4.9379046139;5.3337251491;0.0100780667;0.0085955701;0.0467378575;0.0179706286;0.0101904986;0.2216145859;0.2216145859;1.5906659288;1.5064132089;0.0332410432;0.8434886629;453561300000.0;117900000.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAH;2025;1;;15.967061882;0.4002581698;0.3804795214;-3.7518476306;9.6235947297;0.0253279233;0.021291346;0.043764713;0.0314350076;0.0238290253;0.2151602913;0.2151602913;1.7041721253;1.5508113579;0.0010259318;0.893504697;483390000000.0;117900000.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAH;2025;2;;20.5656362128;0.38779363;0.3669010419;-19.3843955585;4.7339085921;0.0189027071;0.0156431095;0.0430575347;0.0241745875;0.0178404907;0.1977566217;0.1977566217;1.7514877939;1.6374288156;0.013726468;0.8768317978;466294500000.0;117900000.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAH;2025;3;;23.406667349;0.3429658488;0.3484413666;-1.9849768591;3.0821710396;0.0146534104;0.0119315258;0.0435000875;0.020495459;0.0148864151;0.2776808569;0.2776808569;1.5399437971;1.4239712065;0.002816381;0.8015043036;412414200000.0;117900000.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAH;2025;4;;1423.6178372097;0.327147087;0.4616721206;7.1041575086;4.6278717332;0.0002298262;0.0001883148;0.0348490984;0.0047732942;0.000324295;0.2192586388;0.2192586388;1.6465030139;1.5894801934;0.0280791978;0.5806897124;389777400000.0;117900000.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAM;2024;1;;-32.9367378439;0.4272939377;0.6077740302;-4.3553357659;-6.3746308645;-0.0128425682;-0.0121754787;-0.0074440939;-0.0186080006;-0.0184527695;0.0512106152;0.0512106152;18.7356517696;4.8757708834;3.0001593899;0.6598185004;85699692400.0;10451182.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAM;2024;2;;-14.8075983971;0.3782322151;0.5592695716;-4.1936224591;-3.7847244671;-0.0252435768;-0.0237524892;-0.0167049755;-0.0387107939;-0.0377690937;0.0755673134;0.0755673134;12.7282825029;3.8380028746;2.7956427847;0.6288869256;75248510400.0;10451182.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAM;2024;3;;-13.8916073384;0.3753808879;0.4752649706;-42.7559284379;-2.8863794187;-0.0267139227;-0.0251614755;0.0117906933;-0.0350239056;-0.0342123815;0.0699224249;0.0699224249;13.7899047699;5.3180769707;4.0974787114;0.7354494006;74203392200.0;10451182.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAM;2024;4;;-10.7239560616;0.3438657583;0.4398824902;1.9831746741;-3.4558783931;-0.0315592202;-0.030325258;0.028404805;-0.04096374;-0.041018677;0.0306261649;0.0306261649;33.578498405;15.529451234;12.7142592508;0.7393036596;67514635720.0;10451182.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAM;2025;1;;-25.8230558623;0.3941374599;0.4493034824;1.4515738006;5.3813028578;-0.0152568832;-0.0144636469;0.0724389531;-0.0173506581;-0.017399315;0.0429532908;0.0429532908;22.9291776346;12.6701909499;9.0930281958;0.8312768036;77861305900.0;10451182.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAM;2025;2;;-271.8356101885;0.3708576386;0.3618664607;1.1287819903;-0.9088547344;-0.0013719835;-0.001309986;0.1049821872;0.0046879216;-0.0013311959;0.0456981231;0.0456981231;21.7294025785;15.5603797932;10.4363737397;0.9840670112;73680833100.0;10451182.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAM;2025;3;;51.4645517087;0.3622390447;0.3673836523;0.8440944411;-1.9014306281;0.0070800712;0.006835349;0.1184170943;0.013767192;0.0071385768;0.0239357907;0.0239357907;46.5378720827;41.0556350886;26.7405863334;0.9575226549;72113155800.0;10451182.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAM;2025;4;;37.8601972191;0.3529547973;0.4101838169;1.1374282221;-2.3147882679;0.0093640482;0.009155644;0.1243104766;0.0215584877;0.0108341701;0.0149682468;0.0149682468;91.4694654174;75.2878096634;14.1105855561;0.8450710916;69918407580.0;10451182.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAS;2024;1;;16.2955857643;0.7620496025;3.3900410339;-1.1804856573;12.8908851935;0.0471273021;0.0331929756;0.4029675;0.2367199538;0.1895974065;0.5016084581;0.5016084581;3.3447782752;3.3447782752;0.8871333175;0.1750708316;1872426100461.0;229999521.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAS;2024;2;;19.5804283278;0.6695042655;3.2792872652;-1.261229981;12.312290406;0.034597014;0.0237280807;0.4372175189;0.2089021943;0.1671586145;0.5459514257;0.5459514257;3.1257678948;3.1257678948;0.7702043451;0.1419494939;1658066546889.0;229999521.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAS;2024;3;;24.6889669616;0.7583995038;4.2135056909;-3.4472497506;14.4603398976;0.0311018013;0.0207358016;0.5040871036;0.2132774592;0.1706635072;0.4894490259;0.4894490259;3.4079970237;3.4079970237;0.531895791;0.1215010868;1890366063099.0;229999521.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAS;2024;4;;22.8090461805;0.6738530766;4.0997032201;-1.0291723307;12.0480101152;0.0299838388;0.0170862938;0.6039055912;0.2515635077;0.1797402306;1.0276069411;1.0276069411;2.0221530073;2.0221530073;0.7971171627;0.095061043;1680146500905.0;229999521.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAS;2025;1;;32.1617137257;0.8376051591;5.4477705805;-1.1867204133;19.5648610514;0.0263167088;0.0146782194;0.6786586855;0.2408338363;0.1693868252;1.1032549585;1.1032549585;1.8698190925;1.8698190925;0.6861285366;0.0866550238;2112775599906.0;229999521.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAS;2025;2;;41.9532716066;1.0812646756;6.880506406;-6.302248626;15.300958599;0.0260694002;0.0143964724;0.7149440671;0.2325975822;0.1640040489;0.623066553;0.623066553;2.5810196446;2.5810196446;0.6420039391;0.087781201;2747804277387.0;229999521.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAS;2025;3;;14.0848227383;0.8579577054;4.2583287588;-14.6718320042;9.0518016649;0.0633194948;0.034160913;0.7773107622;0.3985302753;0.3023345652;0.6734231296;0.6734231296;2.4572464921;2.4572464921;0.7305146921;0.1129904315;2276535258858.0;229999521.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAS;2025;4;;12.5770918259;0.7501848582;3.6746088661;2.6092442774;8.3318274684;0.0614758973;0.0339267735;0.7692992736;0.3829483921;0.2921668154;0.609255506;0.609255506;2.6352897812;2.6352897812;0.8765131004;0.1161212421;1988805858087.0;229999521.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAT;2024;1;;18.7231260879;0.3814712995;0.4240715254;1.0609342775;8.9693328591;0.0206922337;0.0148620184;0.0869682655;0.0288227677;0.0226496111;0.3891172725;0.3891172725;3.5009367294;3.3505290918;0.1243811195;0.6561710179;287525558180.0;70819103.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAT;2024;2;;14.4629973232;0.3421384661;0.3509637982;0.8044987571;7.0802627248;0.0229066807;0.0159105322;0.0887546002;0.0304631665;0.0242663253;0.590279474;0.590279474;1.8328937185;1.7735778325;0.0933785591;0.6556630236;244325905350.0;70819103.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAT;2024;3;;15.7596705801;0.3439657138;0.361675335;1.0016600148;7.244922282;0.0216520232;0.0144239114;0.0888224305;0.0288844745;0.0229494223;0.6009110158;0.6009110158;1.9028129444;1.873830546;0.1397232977;0.6285086914;246450478440.0;70819103.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAT;2024;4;;-25.541154563;0.3040373346;0.3656292801;-3.1513448483;6.7517152567;-0.0118488545;-0.0071162438;0.0905237082;-0.0083688128;-0.0142554713;0.83937472;0.83937472;1.6893053682;1.6230244301;0.0574942806;0.4971075682;213165500030.0;70819103.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAT;2025;1;;-59.2013562468;0.3254355072;0.3942484022;-1.4130393262;22.1971591257;-0.0054903832;-0.0031308925;0.1136959744;0.0022464666;-0.0067309265;0.8593128109;0.8593128109;1.3682901179;1.3448274903;0.0651074647;0.4701428806;230870275780.0;70819103.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAT;2025;2;;-1637.1938862142;0.3666548179;0.4478625545;-1.3826435132;14.0993387814;-0.000225287;-0.0001224339;0.1251183745;0.0094000531;-0.0008739697;0.8683717137;0.8683717137;1.5756772119;1.5189421103;0.1532287773;0.4475660489;262030681100.0;70819103.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAT;2025;3;;37.7585949998;0.3136696075;0.3092342377;-0.8795451424;13.0667425143;0.0084305264;0.0043570911;0.1008195671;0.0140846676;0.0058714937;0.9088601263;0.9088601263;1.3886497807;1.3148729203;0.0354145148;0.5320162443;226621129600.0;70819103.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAT;2025;4;;8.7765484023;0.2873031569;0.2064161828;-21.4335369397;5.3704460845;0.0332767507;0.0169235193;0.0837031453;0.0240480045;0.0191323611;0.952651581;0.952651581;1.4426843731;1.390547629;0.1102206397;0.7195660918;208208162820.0;70819103.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAV;2024;1;;-25.300773668;0.5686773984;68.9053288127;-10.0909006384;-89.062816195;-0.0222924614;-0.0180673177;0.2617543665;-2.8029972729;-2.7915436382;0.1711923333;0.1711923333;7.2391764758;7.1604687999;0.0168146626;0.0066339879;420824732100.0;68987661.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAV;2024;2;;-28.7821446413;0.5421059273;54.5740901697;2.6396414726;-1012.3903048727;-0.0187212544;-0.0151864916;0.3431258032;-1.9190693747;-1.9190693747;0.1713567973;0.1713567973;6.9196016111;6.8408636922;0.021000728;0.0080092915;400128433800.0;68987661.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAV;2024;3;;-41.4071294433;0.6652973238;65.8057575678;2.1043650939;-153.2057146697;-0.0159958148;-0.0129926775;0.3630600942;-1.6079664833;-1.6079664833;0.1731536925;0.1731536925;6.6003892716;6.5228856914;0.0504477177;0.0081754165;489812393100.0;68987661.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAV;2024;4;;-26.3982205615;0.5688586468;10.755235278;1.9585743766;-82.9010930506;-0.021319421;-0.016932674;-0.0024013029;-0.3512083222;-0.40938431;0.2189062724;0.2189062724;4.9696075781;4.944879773;0.0680372692;0.0415604541;413925966000.0;68987661.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAV;2025;1;;-38.6128183126;0.6541557416;4.8968591937;5.0303074037;-301.417129684;-0.0168318931;-0.0133687909;0.033528529;-0.0977210164;-0.1207536515;0.2266232708;0.2266232708;4.6547899063;4.6024969911;0.2482620475;0.1054158748;476014860900.0;68987661.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAV;2025;2;;-36.6281073947;0.5598818536;2.3926338248;-3.2545952475;646.6762262429;-0.0152301211;-0.0119167906;0.0345050475;-0.0455011918;-0.0582067255;0.2373641514;0.2373641514;4.422847067;4.3439592635;0.3471589613;0.1824305418;407027199900.0;68987661.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAV;2025;3;;16.9417622619;0.535035092;1.7031439429;-2.723074631;37.0665960273;0.0326532274;0.0253081031;0.035335259;0.115752156;0.1067080003;0.2165667372;0.2165667372;5.2677585281;5.1825634835;0.3207771636;0.2517484609;407027199900.0;68987661.0;0.0;0.0;;;0.0;0.0;0.0;0.0
AAV;2025;4;;-25.3834126798;0.7717701082;1.7116009685;-39.3959857804;-225.7901582376;-0.02994921;-0.0182057058;0.0352114886;-0.0703755028;-0.0659067854;0.9128382622;0.9128382622;0.7498397793;0.7420595271;0.0368774075;0.2699945556;545002521900.0;68987661.0;0.0;0.0;;;0.0;0.0;0.0;0.0
ABB;2024;1;;70.3814559002;0.6135223707;2.1248397501;0.5835585344;0.0;0.0088724301;0.0007882962;0.4354414829;0.0418318045;0.0301903358;9.619631819;0.0;0.0;0.0;0.0;0.0;8364132073722.0;1035036762.0;0.0189906528;-0.5793213346;0.0;0.130141053;0.0391951373;0.9474223567;-0.1934031053;-0.1650415756
ABB;2024;2;;24.3265277167;0.6015804735;2.0180702232;-1.3355351131;0.0;0.0247058145;0.0022083054;0.4361812876;0.1072806605;0.0829575976;10.3466451429;0.0;0.0;0.0;0.0;0.0;8068111559790.0;1035036762.0;0.0192033013;-0.4230321053;0.1172;0.1113285732;0.0354536989;1.0645727203;0.150441155;0.0238414432
ABB;2024;3;;314.2241963484;0.5564706611;1.8745438186;2.9108916118;0.0;0.0017410733;0.0001500995;0.4236364476;0.0142609239;0.0059656255;11.4332342598;0.0;0.0;0.0;0.0;0.0;7348761010200.0;1035036762.0;0.019128782;-0.7545233485;0.0;0.1140528778;0.0319747462;1.0842915186;0.0849078669;0.0651778598
ABB;2024;4;;12.8505515032;0.5365511109;1.6645568053;1.0696941549;0.0;0.0425805505;0.0034565216;0.4769347909;0.1646298583;0.12953194;11.6005554529;0.0;0.0;0.0;0.0;0.0;7524717259740.0;1035036762.0;0.0188072561;-0.5230652091;0.0;0.1259409028;0.0373838281;1.0883943199;0.0064316082;-0.0931197683
ABB;2025;1;;12.7590159897;0.6382487611;1.8497693948;1.0175201216;0.0;0.0522321616;0.0042442972;0.5015812461;0.1835079238;0.144977439;11.7990835533;0.0;0.0;0.0;0.0;0.0;9163180453986.0;1035036762.0;0.0199094205;-0.4214996403;0.0;0.1075206663;0.0380366438;1.0924381832;-0.0070229371;-0.0106986266
ABB;2025;2;;10.3289463872;0.8541212727;2.2974854667;1.1036129568;0.0;0.0892717067;0.0069696913;0.5671687415;0.280726616;0.2224317433;12.3295805617;0.0;0.0;0.0;0.0;0.0;13130476362732.0;1035036762.0;0.0224063287;-0.2746157256;0.0987;0.1281045922;0.0274657284;0.9307468101;0.168185854;0.3711256575
ABB;2025;3;;7.7809061574;1.1036167515;3.1852343492;2.0220257293;0.0;0.1387283932;0.0107370518;0.6204897202;0.3952481511;0.3148965313;11.9169036569;0.0;0.0;0.0;0.0;0.0;20905776013230.0;1345547790.0;0.0258629079;-0.3630324139;0.0;0.0918869397;0.0263044985;0.9061638328;-0.0607835982;-0.0353039502
ABB;2025;4;;5.5864641136;0.995513231;2.3736282639;17.1135168748;0.0;0.182230829;0.0141418456;0.6497578537;0.4133796257;0.3279083677;12.1241434357;0.0;0.0;0.0;0.0;0.0;20330783575435.0;1397208685.0;0.0269984384;-0.3502421463;0.0;0.0919795278;0.0087548422;0.8536856438;0.153468472;0.4705981554
ABC;2024;2;;10.4032639124;0.4257397147;0.213609117;-3.2395370188;-7.2830086946;0.0413680122;0.030306945;-0.0098926075;0.0177394952;0.0177287467;0.2967545186;0.2967545186;3.8492925231;3.8415618171;0.8111470174;1.4760191493;210740704000.0;20389000.0;0.0;0.0;;;0.0;0.0;0.0;0.0
ABC;2024;3;;7.8689414131;0.5041240655;0.2355609044;-3.8067135847;-149.1131286556;0.0637231217;0.0475041;-0.0036801792;0.0320940982;0.0299355265;0.4338626936;0.4338626936;2.9565205645;2.9518626935;0.4910709367;1.5868803904;248888523000.0;20389000.0;0.0;0.0;;;0.0;0.0;0.0;0.0
ABC;2024;4;;30.692897233;0.4393655078;0.1880342035;1079.2207237552;-7.891228674;0.0142088441;0.0091336814;0.00087853;0.0096007397;0.00612631;0.8280797753;0.8280797753;2.0114630202;2.0079905559;0.6040739348;1.4908944175;215674842000.0;20389000.0;0.0;0.0;;;0.0;0.0;0.0;0.0
ABC;2025;1;;17.3301535943;0.4282985761;0.1596645888;-9.3210976352;-23.8350752389;0.0248351582;0.0155790435;0.0045566741;0.0132180205;0.0092131087;0.8187416263;0.8187416263;2.0269990535;2.0242136307;0.1859066675;1.6909649048;212616492000.0;20389000.0;0.0;0.0;;;0.0;0.0;0.0;0.0
ABC;2025;2;;15.441159003;0.4254153388;0.1363844793;-3.4133181541;-19.3580196721;0.0277541413;0.0160053624;0.0093992741;0.0126371623;0.0088325287;0.8544202905;0.8544202905;2.0010524971;2.000039389;0.389165612;1.8120928966;212086378000.0;20389000.0;0.0;0.0;;;0.0;0.0;0.0;0.0
ABC;2025;3;;25.8812173081;0.4549739561;0.1470704211;-3.6391625791;-15.5257150801;0.0177718582;0.0098511219;0.0106423468;0.0085942327;0.0056825156;0.7160722497;0.7160722497;2.2103295219;2.208147956;0.3433707177;1.7335846661;228642246000.0;20389000.0;0.0;0.0;;;0.0;0.0;0.0;0.0
ABC;2025;4;;2.3426010037;0.3920786173;0.1750557986;-5.4217275089;4.7213126581;0.1826542504;0.1174396765;0.018877368;0.0770959934;0.0747271082;0.3281801011;0.3281801011;3.7454400283;3.7451585125;0.9349263683;1.5715806396;231150093000.0;20389000.0;0.0;0.0;;;0.0;0.0;0.0;0.0
ABI;2024;1;;7.9926238095;1.2215962332;0.9718347998;18.4449698754;-3.124475993;0.1585778334;0.0623367037;0.2698743541;0.1520671031;0.1215914602;1.5132935534;1.5132935534;1.5914678958;1.5897295936;0.0555960631;0.5126733705;1956215750100.0;71233550.0;0.0;0.0;;;0.0;0.0;0.0;0.0
ABI;2024;2;;7.7282934178;1.1335529949;0.8753661472;18.9915613299;-2.6896342515;0.1505672368;0.0591831061;0.257595362;0.1416936656;0.1132677164;1.5674881722;1.5674881722;1.5721478017;1.5700406617;0.05961012;0.5225063947;1832269373100.0;71233550.0;0.0;0.0;;;0.0;0.0;0.0;0.0
ABI;2024;3;;11.2522808199;1.2138676063;0.8531249834;17.5707211905;-2.8232361913;0.1046651012;0.0401832017;0.2754443619;0.094881799;0.0758179606;1.7623799353;1.7623799353;1.5064825289;1.5043198882;0.0454581429;0.5299958143;1846373616000.0;71233550.0;0.0;0.0;;;0.0;0.0;0.0;0.0
ABI;2024;4;;9.180878256;1.2316679114;0.8813394673;11.7236034669;-3.065942766;0.1332345163;0.0493417543;0.0;0.1189551508;0.0950720302;1.8169049499;1.8169049499;1.4932270248;1.4917531213;0.0544018435;0.5189933798;1897774781500.0;72153250.0;0.0;0.0;;;0.0;0.0;0.0;0.0
ABI;2025;1;;9.6077417662;1.2863457047;0.944013891;11.101486561;-3.4243193248;0.1370773728;0.0505862214;0.2287086213;0.1213566942;0.0970102353;1.7005647079;1.7005647079;1.5325668239;1.5300432049;0.0434857263;0.521452414;2106093182750.0;72391750.0;0.0;0.0;;;0.0;0.0;0.0;0.0
ABI;2025;2;;12.931976254;1.2566715651;0.9036823804;12.9255018666;-3.2963306652;0.1290713315;0.0467304951;0.2132602133;0.1117516751;0.0893640695;1.7714903227;1.7714903227;1.512054262;1.5080178424;0.0566223932;0.5229226392;2071140207552.0;101347632.0;0.0;0.0;;;0.0;0.0;0.0;0.0
ABI;2025;3;;9.4946196594;1.1967721786;0.8620560623;11.7135047054;-3.1697237393;0.1684479749;0.0612055594;0.265360321;0.1455933542;0.1163716202;1.7244842485;1.7244842485;1.5280361512;1.5254589523;0.0364483504;0.52594919;2036377969776.0;101347632.0;0.0;0.0;;;0.0;0.0;0.0;0.0
ABI;2025;4;;9.9546420147;1.1224960608;0.8034957641;11.5350185377;-3.0803757704;0.1542914621;0.0558163239;0.0;0.1299971889;0.1036864524;1.7180781175;1.7180781175;1.5301129784;1.5281936383;1.2205351585;0.5383183882;1970704704240.0;101347632.0;0.0;0.0;;;0.0;0.0;0.0;0.0
ABR;2024;1;;10.4306728845;0.8413643859;5.1561683353;3.7722189989;59.4998071745;0.0821057099;0.0664899725;0.4773008693;0.6798456587;0.494327489;0.2326407791;0.2326407791;2.8202183912;2.8202183912;0.9305328445;0.1345059175;270000000000.0;20000000.0;0.0;0.0;;;0.0;0.0;0.0;0.0
ABR;2024;2;;18.8714022615;1.0545540795;8.5632067;32.6988911949;65.4413366331;0.0517104648;0.0424975065;0.5939277527;0.6590848282;0.453766317;0.2073973581;0.2073973581;2.3835109002;2.3835109002;0.1328450358;0.0936550486;302000000000.0;20000000.0;0.0;0.0;;;0.0;0.0;0.0;0.0
ABR;2024;3;;20.1591914438;0.9292813978;7.6262200431;-31.5890823253;72.534514297;0.0440364765;0.0364960204;0.5923670019;0.5679763882;0.3782998968;0.1613596037;0.1613596037;2.9108954956;2.9108954956;0.0837353814;0.0964737784;269000000000.0;20000000.0;0.0;0.0;;;0.0;0.0;0.0;0.0
ABR;2024;4;;14.08457613;0.9395821014;11.1662930574;116.2648279582;15.5227942303;0.0645014196;0.0534277789;0.8621533483;1.0705235877;0.7928029182;0.1990873268;0.1990873268;4.1996868577;4.1996868577;0.9868942579;0.0673909968;278000000000.0;20000000.0;0.0;0.0;;;0.0;0.0;0.0;0.0
ABR;2025;1;;13.8905599811;0.864621365;17.5199284889;-8.8723602668;11.7949228007;0.0636766621;0.0530855613;1.4679451005;1.7084390004;1.2612830953;0.2292534589;0.2292534589;4.252633824;4.252633824;0.7817064989;0.0420885378;259000000000.0;20000000.0;0.0;0.0;;;0.0;0.0;0.0;0.0
ABR;2025;2;;17.0327150857;1.0689506187;11.2003566191;44.7295091827;16.7659477472;0.0574944201;0.0479613775;0.931650626;0.9006021375;0.6575790508;0.2048495773;0.2048495773;4.3144010127;4.3144010127;0.2199365694;0.0729362917;281000000000.0;20000000.0;0.0;0.0;;;0.0;0.0;0.0;0.0
ABR;2025;3;;16.3507621748;0.9797553059;10.4669637879;6.3117751655;11.3642740689;0.0566049105;0.0472377167;0.9338764349;0.8750036164;0.64015143;0.1559898197;0.1559898197;5.4595417026;5.4595417026;3.1848659756;0.0737914726;260000000000.0;20000000.0;0.0;0.0;;;0.0;0.0;0.0;0.0
ABR;2025;4;;17.4483320702;1.126626993;10.1357139543;-9.7202815765;11.4965387801;0.0565880056;0.0466306802;0.9322436859;0.7851113724;0.5808987308;0.2320602553;0.2320602553;3.2771464735;3.2771464735;1.4111411456;0.0802733381;260000000000.0;20000000.0;0.0;0.0;;;0.0;0.0;0.0;0.0
ABS;2024;1;;28.7731840429;0.4499556294;0.4150858317;27.0754731295;31.4599127488;0.0154956057;0.0089748788;0.0398672215;0.0279629586;0.0144261348;0.7361521974;0.7361521974;1.5724204869;1.5682080039;0.0009045611;0.6221263619;412800000000.0;80000000.0;0.0;0.0;;;0.0;0.0;0.0;0.0
ABS;2024;2;;82.7679091437;0.3483880611;0.5351811099;6.2956390205;16.3810625045;0.0041959;0.0024085669;0.0161889434;0.0252638985;0.006466046;0.8089641073;0.8089641073;2.1645912845;2.1601218096;0.0283459669;0.3724945422;320800000000.0;80000000.0;0.0;0.0;;;0.0;0.0;0.0;0.0
ABS;2024;3;;121.4945666181;0.3891118267;0.6404873265;0.6795710843;12.6938840572;0.0032016308;0.0020159504;0.0152102718;0.0249945585;0.0052717364;0.0879432459;0.0879432459;11.7978904346;11.7552498159;0.0070589771;0.3824072792;358400000000.0;80000000.0;0.0;0.0;;;0.0;0.0;0.0;0.0
ABS;2024;4;;114.6429197086;0.3046709103;0.7047998074;0.606272661;17.1611699714;0.0026611001;0.0018873195;0.0152308571;0.0230790379;0.0061477831;0.0929579594;0.0929579594;11.2009924305;11.1788941751;0.001403431;0.3069918746;279200000000.0;80000000.0;0.0;0.0;;;0.0;0.0;0.0;0.0
ABS;2025;1;;-128.1112969012;0.364711418;0.7830905969;0.624146706;96.3880545747;-0.0028357343;-0.002231772;0.0147665787;0.0083200735;-0.0061125804;0.0904095671;0.0904095671;11.4847550517;11.4483746694;0.0012297448;0.3651112802;333600000000.0;80000000.0;0.0;0.0;;;0.0;0.0;0.0;0.0
ABS;2025;2;;-0.8690769097;0.4183290863;0.9006255263;0.5064477745;-1.1825303559;-0.3546944742;-0.3232171005;0.0208758221;-1.035576323;-1.0363012942;0.12784221;0.12784221;8.7149790012;8.7007128833;0.0017617994;0.3118949116;260000000000.0;80000000.0;0.0;0.0;;;0.0;0.0;0.0;0.0
