symbol,time,close,return_6m,rs_percentile,market_regime
GMD,2026-09-21 09:00:00,77.0,0.03578154425612046,82.35294117647058,Bullish
SAB,2026-09-21 09:00:00,43.85,0.05688117618703292,88.23529411764706,Bullish
TCB,2026-09-21 09:00:00,32.25,0.09582059123343534,94.11764705882352,Bullish
VCB,2026-09-21 09:00:00,58.9,-0.006912830888551769,70.58823529411765,Bullish
VHM,2026-09-21 09:00:00,68.1,0.3824604141291108,100.0,Bullish
VND,2026-09-21 09:00:00,14.7,-0.03034300791556732,64.70588235294117,Bullish
VNM,2026-09-21 09:00:00,60.3,0.020995597697256896,76.47058823529412,Bullish
